date,item_id,category,sales,unit_price
22-01-2023,103,Beverages,28,75
22-01-2023,104,Grains,10,120
22-01-2023,105,Produce,2,90
23-01-2023,101,Dairy,31,100
23-01-2023,102,Snacks,0,50
23-01-2023,103,Beverages,30,75
23-01-2023,104,Grains,27,120
23-01-2023,105,Produce,29,90
24-01-2023,101,Dairy,48,100
24-01-2023,102,Snacks,25,50
24-01-2023,103,Beverages,47,75
24-01-2023,104,Grains,26,120
24-01-2023,105,Produce,24,90
25-01-2023,101,Dairy,3,100
25-01-2023,102,Snacks,15,50
25-01-2023,103,Beverages,24,75
25-01-2023,104,Grains,7,120
25-01-2023,105,Produce,4,90
26-01-2023,101,Dairy,27,100
26-01-2023,102,Snacks,9,50
26-01-2023,103,Beverages,35,75
26-01-2023,104,Grains,42,120
26-01-2023,105,Produce,21,90
27-01-2023,101,Dairy,50,100
27-01-2023,102,Snacks,1,50
27-01-2023,103,Beverages,39,75
27-01-2023,104,Grains,12,120
27-01-2023,105,Produce,33,90
28-01-2023,101,Dairy,35,100
28-01-2023,102,Snacks,24,50
28-01-2023,103,Beverages,36,75
28-01-2023,104,Grains,0,120
28-01-2023,105,Produce,11,90
29-01-2023,101,Dairy,14,100
29-01-2023,102,Snacks,20,50
29-01-2023,103,Beverages,30,75
29-01-2023,104,Grains,12,120
29-01-2023,105,Produce,13,90
30-01-2023,101,Dairy,29,100
30-01-2023,102,Snacks,17,50
30-01-2023,103,Beverages,11,75
30-01-2023,104,Grains,1,120
30-01-2023,105,Produce,0,90
31-01-2023,101,Dairy,47,100
31-01-2023,102,Snacks,30,50
31-01-2023,103,Beverages,22,75
31-01-2023,104,Grains,2,120
31-01-2023,105,Produce,0,90
01-02-2023,101,Dairy,19,100
01-02-2023,102,Snacks,1,50
01-02-2023,103,Beverages,30,75
01-02-2023,104,Grains,50,120
01-02-2023,105,Produce,22,90
02-02-2023,101,Dairy,23,100
02-02-2023,102,Snacks,20,50
02-02-2023,103,Beverages,50,75
02-02-2023,104,Grains,20,120
02-02-2023,105,Produce,25,90
03-02-2023,101,Dairy,24,100
03-02-2023,102,Snacks,19,50
03-02-2023,103,Beverages,38,75
03-02-2023,104,Grains,15,120
03-02-2023,105,Produce,28,90
04-02-2023,101,Dairy,0,100
04-02-2023,102,Snacks,30,50
04-02-2023,103,Beverages,22,75
04-02-2023,104,Grains,23,120
04-02-2023,105,Produce,30,90
05-02-2023,101,Dairy,1,100
05-02-2023,102,Snacks,49,50
05-02-2023,103,Beverages,46,75
05-02-2023,104,Grains,15,120
05-02-2023,105,Produce,9,90
06-02-2023,101,Dairy,12,100
06-02-2023,102,Snacks,2,50
06-02-2023,103,Beverages,7,75
06-02-2023,104,Grains,4,120
06-02-2023,105,Produce,47,90
07-02-2023,101,Dairy,20,100
07-02-2023,102,Snacks,45,50
07-02-2023,103,Beverages,12,75
07-02-2023,104,Grains,18,120
07-02-2023,105,Produce,17,90
08-02-2023,101,Dairy,20,100
08-02-2023,102,Snacks,30,50
08-02-2023,103,Beverages,15,75
08-02-2023,104,Grains,48,120
08-02-2023,105,Produce,31,90
09-02-2023,101,Dairy,14,100
09-02-2023,102,Snacks,33,50
09-02-2023,103,Beverages,35,75
09-02-2023,104,Grains,46,120
09-02-2023,105,Produce,13,90
10-02-2023,101,Dairy,26,100
10-02-2023,102,Snacks,39,50
10-02-2023,103,Beverages,11,75
10-02-2023,104,Grains,44,120
10-02-2023,105,Produce,38,90
11-02-2023,101,Dairy,1,100
11-02-2023,102,Snacks,20,50
11-02-2023,103,Beverages,30,75
11-02-2023,104,Grains,49,120
11-02-2023,105,Produce,14,90
12-02-2023,101,Dairy,28,100
12-02-2023,102,Snacks,46,50
12-02-2023,103,Beverages,4,75
12-02-2023,104,Grains,8,120
12-02-2023,105,Produce,26,90
13-02-2023,101,Dairy,49,100
13-02-2023,102,Snacks,37,50
13-02-2023,103,Beverages,33,75
13-02-2023,104,Grains,50,120
13-02-2023,105,Produce,47,90
14-02-2023,101,Dairy,34,100
14-02-2023,102,Snacks,7,50
14-02-2023,103,Beverages,15,75
14-02-2023,104,Grains,19,120
14-02-2023,105,Produce,48,90
15-02-2023,101,Dairy,38,100
15-02-2023,102,Snacks,32,50
15-02-2023,103,Beverages,9,75
15-02-2023,104,Grains,42,120
15-02-2023,105,Produce,21,90
16-02-2023,101,Dairy,1,100
16-02-2023,102,Snacks,17,50
16-02-2023,103,Beverages,12,75
16-02-2023,104,Grains,11,120
16-02-2023,105,Produce,1,90
17-02-2023,101,Dairy,44,100
17-02-2023,102,Snacks,19,50
17-02-2023,103,Beverages,48,75
17-02-2023,104,Grains,28,120
17-02-2023,105,Produce,36,90
18-02-2023,101,Dairy,16,100
18-02-2023,102,Snacks,46,50
18-02-2023,103,Beverages,20,75
18-02-2023,104,Grains,44,120
18-02-2023,105,Produce,47,90
19-02-2023,101,Dairy,41,100
19-02-2023,102,Snacks,12,50
19-02-2023,103,Beverages,39,75
19-02-2023,104,Grains,32,120
19-02-2023,105,Produce,45,90
20-02-2023,101,Dairy,38,100
20-02-2023,102,Snacks,42,50
20-02-2023,103,Beverages,31,75
20-02-2023,104,Grains,8,120
20-02-2023,105,Produce,1,90
21-02-2023,101,Dairy,20,100
21-02-2023,102,Snacks,3,50
21-02-2023,103,Beverages,33,75
21-02-2023,104,Grains,6,120
21-02-2023,105,Produce,1,90
22-02-2023,101,Dairy,8,100
22-02-2023,102,Snacks,44,50
22-02-2023,103,Beverages,38,75
22-02-2023,104,Grains,19,120
22-02-2023,105,Produce,32,90
23-02-2023,101,Dairy,48,100
23-02-2023,102,Snacks,22,50
23-02-2023,103,Beverages,15,75
23-02-2023,104,Grains,37,120
23-02-2023,105,Produce,2,90
24-02-2023,101,Dairy,7,100
24-02-2023,102,Snacks,9,50
24-02-2023,103,Beverages,0,75
24-02-2023,104,Grains,25,120
24-02-2023,105,Produce,24,90
25-02-2023,101,Dairy,4,100
25-02-2023,102,Snacks,17,50
25-02-2023,103,Beverages,43,75
25-02-2023,104,Grains,12,120
25-02-2023,105,Produce,49,90
26-02-2023,101,Dairy,19,100
26-02-2023,102,Snacks,31,50
26-02-2023,103,Beverages,0,75
26-02-2023,104,Grains,2,120
26-02-2023,105,Produce,16,90
27-02-2023,101,Dairy,6,100
27-02-2023,102,Snacks,32,50
27-02-2023,103,Beverages,16,75
27-02-2023,104,Grains,13,120
27-02-2023,105,Produce,11,90
28-02-2023,101,Dairy,4,100
28-02-2023,102,Snacks,33,50
28-02-2023,103,Beverages,25,75
28-02-2023,104,Grains,12,120
28-02-2023,105,Produce,2,90
01-03-2023,101,Dairy,26,100
01-03-2023,102,Snacks,17,50
01-03-2023,103,Beverages,3,75
01-03-2023,104,Grains,22,120
01-03-2023,105,Produce,27,90
02-03-2023,101,Dairy,33,100
02-03-2023,102,Snacks,40,50
02-03-2023,103,Beverages,49,75
02-03-2023,104,Grains,24,120
02-03-2023,105,Produce,45,90
03-03-2023,101,Dairy,16,100
03-03-2023,102,Snacks,5,50
03-03-2023,103,Beverages,44,75
03-03-2023,104,Grains,41,120
03-03-2023,105,Produce,9,90
04-03-2023,101,Dairy,44,100
04-03-2023,102,Snacks,13,50
04-03-2023,103,Beverages,1,75
04-03-2023,104,Grains,3,120
04-03-2023,105,Produce,48,90
05-03-2023,101,Dairy,25,100
05-03-2023,102,Snacks,47,50
05-03-2023,103,Beverages,24,75
05-03-2023,104,Grains,6,120
05-03-2023,105,Produce,19,90
06-03-2023,101,Dairy,44,100
06-03-2023,102,Snacks,15,50
06-03-2023,103,Beverages,14,75
06-03-2023,104,Grains,11,120
06-03-2023,105,Produce,19,90
07-03-2023,101,Dairy,7,100
07-03-2023,102,Snacks,43,50
07-03-2023,103,Beverages,45,75
07-03-2023,104,Grains,38,120
07-03-2023,105,Produce,3,90
08-03-2023,101,Dairy,46,100
08-03-2023,102,Snacks,6,50
08-03-2023,103,Beverages,16,75
08-03-2023,104,Grains,26,120
08-03-2023,105,Produce,22,90
09-03-2023,101,Dairy,22,100
09-03-2023,102,Snacks,23,50
09-03-2023,103,Beverages,8,75
09-03-2023,104,Grains,50,120
09-03-2023,105,Produce,12,90
10-03-2023,101,Dairy,24,100
10-03-2023,102,Snacks,8,50
10-03-2023,103,Beverages,28,75
10-03-2023,104,Grains,47,120
10-03-2023,105,Produce,6,90
11-03-2023,101,Dairy,6,100
11-03-2023,102,Snacks,35,50
11-03-2023,103,Beverages,44,75
11-03-2023,104,Grains,46,120
11-03-2023,105,Produce,33,90
12-03-2023,101,Dairy,22,100
12-03-2023,102,Snacks,43,50
12-03-2023,103,Beverages,40,75
12-03-2023,104,Grains,39,120
12-03-2023,105,Produce,26,90
13-03-2023,101,Dairy,16,100
13-03-2023,102,Snacks,11,50
13-03-2023,103,Beverages,50,75
13-03-2023,104,Grains,14,120
13-03-2023,105,Produce,34,90
14-03-2023,101,Dairy,6,100
14-03-2023,102,Snacks,36,50
14-03-2023,103,Beverages,44,75
14-03-2023,104,Grains,50,120
14-03-2023,105,Produce,26,90
15-03-2023,101,Dairy,33,100
15-03-2023,102,Snacks,26,50
15-03-2023,103,Beverages,38,75
15-03-2023,104,Grains,18,120
15-03-2023,105,Produce,5,90
16-03-2023,101,Dairy,5,100
16-03-2023,102,Snacks,30,50
16-03-2023,103,Beverages,8,75
16-03-2023,104,Grains,7,120
16-03-2023,105,Produce,31,90
17-03-2023,101,Dairy,5,100
17-03-2023,102,Snacks,9,50
17-03-2023,103,Beverages,11,75
17-03-2023,104,Grains,22,120
17-03-2023,105,Produce,15,90
18-03-2023,101,Dairy,40,100
18-03-2023,102,Snacks,18,50
18-03-2023,103,Beverages,11,75
18-03-2023,104,Grains,5,120
18-03-2023,105,Produce,25,90
19-03-2023,101,Dairy,35,100
19-03-2023,102,Snacks,4,50
19-03-2023,103,Beverages,31,75
19-03-2023,104,Grains,30,120
19-03-2023,105,Produce,2,90
20-03-2023,101,Dairy,34,100
20-03-2023,102,Snacks,28,50
20-03-2023,103,Beverages,15,75
20-03-2023,104,Grains,8,120
20-03-2023,105,Produce,22,90
21-03-2023,101,Dairy,34,100
21-03-2023,102,Snacks,42,50
21-03-2023,103,Beverages,32,75
21-03-2023,104,Grains,34,120
21-03-2023,105,Produce,48,90
22-03-2023,101,Dairy,37,100
22-03-2023,102,Snacks,6,50
22-03-2023,103,Beverages,16,75
22-03-2023,104,Grains,23,120
22-03-2023,105,Produce,46,90
23-03-2023,101,Dairy,33,100
23-03-2023,102,Snacks,39,50
23-03-2023,103,Beverages,36,75
23-03-2023,104,Grains,27,120
23-03-2023,105,Produce,25,90
24-03-2023,101,Dairy,14,100
24-03-2023,102,Snacks,17,50
24-03-2023,103,Beverages,25,75
24-03-2023,104,Grains,38,120
24-03-2023,105,Produce,5,90
25-03-2023,101,Dairy,7,100
25-03-2023,102,Snacks,20,50
25-03-2023,103,Beverages,20,75
25-03-2023,104,Grains,50,120
25-03-2023,105,Produce,27,90
26-03-2023,101,Dairy,38,100
26-03-2023,102,Snacks,46,50
26-03-2023,103,Beverages,49,75
26-03-2023,104,Grains,37,120
26-03-2023,105,Produce,23,90
27-03-2023,101,Dairy,19,100
27-03-2023,102,Snacks,42,50
27-03-2023,103,Beverages,42,75
27-03-2023,104,Grains,20,120
27-03-2023,105,Produce,9,90
28-03-2023,101,Dairy,9,100
28-03-2023,102,Snacks,20,50
28-03-2023,103,Beverages,44,75
28-03-2023,104,Grains,42,120
28-03-2023,105,Produce,41,90
29-03-2023,101,Dairy,16,100
29-03-2023,102,Snacks,49,50
29-03-2023,103,Beverages,25,75
29-03-2023,104,Grains,21,120
29-03-2023,105,Produce,38,90
30-03-2023,101,Dairy,5,100
30-03-2023,102,Snacks,41,50
30-03-2023,103,Beverages,25,75
30-03-2023,104,Grains,50,120
30-03-2023,105,Produce,38,90
31-03-2023,101,Dairy,34,100
31-03-2023,102,Snacks,25,50
31-03-2023,103,Beverages,44,75
31-03-2023,104,Grains,14,120
31-03-2023,105,Produce,23,90
01-04-2023,101,Dairy,15,100
01-04-2023,102,Snacks,2,50
01-04-2023,103,Beverages,39,75
01-04-2023,104,Grains,50,120
01-04-2023,105,Produce,13,90
02-04-2023,101,Dairy,24,100
02-04-2023,102,Snacks,35,50
02-04-2023,103,Beverages,30,75
02-04-2023,104,Grains,19,120
02-04-2023,105,Produce,5,90
03-04-2023,101,Dairy,30,100
03-04-2023,102,Snacks,27,50
03-04-2023,103,Beverages,22,75
03-04-2023,104,Grains,4,120
03-04-2023,105,Produce,50,90
04-04-2023,101,Dairy,33,100
04-04-2023,102,Snacks,4,50
04-04-2023,103,Beverages,14,75
04-04-2023,104,Grains,36,120
04-04-2023,105,Produce,7,90
05-04-2023,101,Dairy,8,100
05-04-2023,102,Snacks,21,50
05-04-2023,103,Beverages,24,75
05-04-2023,104,Grains,13,120
05-04-2023,105,Produce,14,90
06-04-2023,101,Dairy,39,100
06-04-2023,102,Snacks,42,50
06-04-2023,103,Beverages,47,75
06-04-2023,104,Grains,6,120
06-04-2023,105,Produce,13,90
07-04-2023,101,Dairy,9,100
07-04-2023,102,Snacks,7,50
07-04-2023,103,Beverages,12,75
07-04-2023,104,Grains,6,120
07-04-2023,105,Produce,42,90
08-04-2023,101,Dairy,49,100
08-04-2023,102,Snacks,49,50
08-04-2023,103,Beverages,39,75
08-04-2023,104,Grains,1,120
08-04-2023,105,Produce,31,90
09-04-2023,101,Dairy,6,100
09-04-2023,102,Snacks,40,50
09-04-2023,103,Beverages,43,75
09-04-2023,104,Grains,19,120
09-04-2023,105,Produce,15,90
10-04-2023,101,Dairy,4,100
10-04-2023,102,Snacks,27,50
10-04-2023,103,Beverages,18,75
10-04-2023,104,Grains,34,120
10-04-2023,105,Produce,37,90
11-04-2023,101,Dairy,20,100
11-04-2023,102,Snacks,23,50
11-04-2023,103,Beverages,26,75
11-04-2023,104,Grains,5,120
11-04-2023,105,Produce,29,90
12-04-2023,101,Dairy,3,100
12-04-2023,102,Snacks,22,50
12-04-2023,103,Beverages,15,75
12-04-2023,104,Grains,2,120
12-04-2023,105,Produce,12,90
13-04-2023,101,Dairy,27,100
13-04-2023,102,Snacks,31,50
13-04-2023,103,Beverages,29,75
13-04-2023,104,Grains,24,120
13-04-2023,105,Produce,31,90
14-04-2023,101,Dairy,24,100
14-04-2023,102,Snacks,23,50
14-04-2023,103,Beverages,36,75
14-04-2023,104,Grains,42,120
14-04-2023,105,Produce,24,90
15-04-2023,101,Dairy,16,100
15-04-2023,102,Snacks,14,50
15-04-2023,103,Beverages,1,75
15-04-2023,104,Grains,1,120
15-04-2023,105,Produce,38,90
16-04-2023,101,Dairy,0,100
16-04-2023,102,Snacks,5,50
16-04-2023,103,Beverages,21,75
16-04-2023,104,Grains,42,120
16-04-2023,105,Produce,11,90
17-04-2023,101,Dairy,38,100
17-04-2023,102,Snacks,40,50
17-04-2023,103,Beverages,8,75
17-04-2023,104,Grains,47,120
17-04-2023,105,Produce,1,90
18-04-2023,101,Dairy,3,100
18-04-2023,102,Snacks,50,50
18-04-2023,103,Beverages,36,75
18-04-2023,104,Grains,1,120
18-04-2023,105,Produce,34,90
19-04-2023,101,Dairy,24,100
19-04-2023,102,Snacks,39,50
19-04-2023,103,Beverages,38,75
19-04-2023,104,Grains,2,120
19-04-2023,105,Produce,11,90
20-04-2023,101,Dairy,27,100
20-04-2023,102,Snacks,45,50
20-04-2023,103,Beverages,40,75
20-04-2023,104,Grains,33,120
20-04-2023,105,Produce,23,90
21-04-2023,101,Dairy,26,100
21-04-2023,102,Snacks,41,50
21-04-2023,103,Beverages,11,75
21-04-2023,104,Grains,36,120
21-04-2023,105,Produce,19,90
22-04-2023,101,Dairy,39,100
22-04-2023,102,Snacks,29,50
22-04-2023,103,Beverages,47,75
22-04-2023,104,Grains,6,120
22-04-2023,105,Produce,39,90
23-04-2023,101,Dairy,45,100
23-04-2023,102,Snacks,21,50
23-04-2023,103,Beverages,6,75
23-04-2023,104,Grains,47,120
23-04-2023,105,Produce,6,90
24-04-2023,101,Dairy,41,100
24-04-2023,102,Snacks,27,50
24-04-2023,103,Beverages,7,75
24-04-2023,104,Grains,23,120
24-04-2023,105,Produce,32,90
25-04-2023,101,Dairy,20,100
25-04-2023,102,Snacks,9,50
25-04-2023,103,Beverages,18,75
25-04-2023,104,Grains,6,120
25-04-2023,105,Produce,50,90
26-04-2023,101,Dairy,13,100
26-04-2023,102,Snacks,46,50
26-04-2023,103,Beverages,19,75
26-04-2023,104,Grains,7,120
26-04-2023,105,Produce,37,90
27-04-2023,101,Dairy,23,100
27-04-2023,102,Snacks,10,50
27-04-2023,103,Beverages,6,75
27-04-2023,104,Grains,3,120
27-04-2023,105,Produce,39,90
28-04-2023,101,Dairy,14,100
28-04-2023,102,Snacks,40,50
28-04-2023,103,Beverages,13,75
28-04-2023,104,Grains,24,120
28-04-2023,105,Produce,17,90
29-04-2023,101,Dairy,4,100
29-04-2023,102,Snacks,35,50
29-04-2023,103,Beverages,26,75
29-04-2023,104,Grains,18,120
29-04-2023,105,Produce,32,90
30-04-2023,101,Dairy,26,100
30-04-2023,102,Snacks,12,50
30-04-2023,103,Beverages,20,75
30-04-2023,104,Grains,7,120
30-04-2023,105,Produce,47,90
01-05-2023,101,Dairy,33,100
01-05-2023,102,Snacks,15,50
01-05-2023,103,Beverages,38,75
01-05-2023,104,Grains,13,120
01-05-2023,105,Produce,49,90
02-05-2023,101,Dairy,12,100
02-05-2023,102,Snacks,6,50
02-05-2023,103,Beverages,19,75
02-05-2023,104,Grains,29,120
02-05-2023,105,Produce,5,90
03-05-2023,101,Dairy,44,100
03-05-2023,102,Snacks,0,50
03-05-2023,103,Beverages,2,75
03-05-2023,104,Grains,33,120
03-05-2023,105,Produce,7,90
04-05-2023,101,Dairy,27,100
04-05-2023,102,Snacks,2,50
04-05-2023,103,Beverages,20,75
04-05-2023,104,Grains,40,120
04-05-2023,105,Produce,40,90
05-05-2023,101,Dairy,21,100
05-05-2023,102,Snacks,18,50
05-05-2023,103,Beverages,13,75
05-05-2023,104,Grains,9,120
05-05-2023,105,Produce,21,90
06-05-2023,101,Dairy,33,100
06-05-2023,102,Snacks,46,50
06-05-2023,103,Beverages,41,75
06-05-2023,104,Grains,0,120
06-05-2023,105,Produce,4,90
07-05-2023,101,Dairy,24,100
07-05-2023,102,Snacks,16,50
07-05-2023,103,Beverages,28,75
07-05-2023,104,Grains,20,120
07-05-2023,105,Produce,40,90
08-05-2023,101,Dairy,33,100
08-05-2023,102,Snacks,21,50
08-05-2023,103,Beverages,31,75
08-05-2023,104,Grains,36,120
08-05-2023,105,Produce,42,90
09-05-2023,101,Dairy,28,100
09-05-2023,102,Snacks,4,50
09-05-2023,103,Beverages,29,75
09-05-2023,104,Grains,26,120
09-05-2023,105,Produce,12,90
10-05-2023,101,Dairy,19,100
10-05-2023,102,Snacks,50,50
10-05-2023,103,Beverages,5,75
10-05-2023,104,Grains,25,120
10-05-2023,105,Produce,5,90
11-05-2023,101,Dairy,35,100
11-05-2023,102,Snacks,44,50
11-05-2023,103,Beverages,48,75
11-05-2023,104,Grains,40,120
11-05-2023,105,Produce,38,90
12-05-2023,101,Dairy,11,100
12-05-2023,102,Snacks,22,50
12-05-2023,103,Beverages,8,75
12-05-2023,104,Grains,49,120
12-05-2023,105,Produce,4,90
13-05-2023,101,Dairy,47,100
13-05-2023,102,Snacks,30,50
13-05-2023,103,Beverages,37,75
13-05-2023,104,Grains,39,120
13-05-2023,105,Produce,40,90
14-05-2023,101,Dairy,32,100
14-05-2023,102,Snacks,14,50
14-05-2023,103,Beverages,0,75
14-05-2023,104,Grains,6,120
14-05-2023,105,Produce,25,90
15-05-2023,101,Dairy,27,100
15-05-2023,102,Snacks,31,50
15-05-2023,103,Beverages,17,75
15-05-2023,104,Grains,46,120
15-05-2023,105,Produce,42,90
16-05-2023,101,Dairy,10,100
16-05-2023,102,Snacks,19,50
16-05-2023,103,Beverages,22,75
16-05-2023,104,Grains,46,120
16-05-2023,105,Produce,33,90
17-05-2023,101,Dairy,25,100
17-05-2023,102,Snacks,30,50
17-05-2023,103,Beverages,31,75
17-05-2023,104,Grains,50,120
17-05-2023,105,Produce,24,90
18-05-2023,101,Dairy,5,100
18-05-2023,102,Snacks,30,50
18-05-2023,103,Beverages,44,75
18-05-2023,104,Grains,14,120
18-05-2023,105,Produce,40,90
19-05-2023,101,Dairy,18,100
19-05-2023,102,Snacks,7,50
19-05-2023,103,Beverages,15,75
19-05-2023,104,Grains,5,120
19-05-2023,105,Produce,25,90
20-05-2023,101,Dairy,1,100
20-05-2023,102,Snacks,50,50
20-05-2023,103,Beverages,11,75
20-05-2023,104,Grains,12,120
20-05-2023,105,Produce,16,90
21-05-2023,101,Dairy,18,100
21-05-2023,102,Snacks,27,50
21-05-2023,103,Beverages,38,75
21-05-2023,104,Grains,45,120
21-05-2023,105,Produce,32,90
22-05-2023,101,Dairy,44,100
22-05-2023,102,Snacks,15,50
22-05-2023,103,Beverages,5,75
22-05-2023,104,Grains,11,120
22-05-2023,105,Produce,39,90
23-05-2023,101,Dairy,13,100
23-05-2023,102,Snacks,1,50
23-05-2023,103,Beverages,38,75
23-05-2023,104,Grains,10,120
23-05-2023,105,Produce,7,90
24-05-2023,101,Dairy,45,100
24-05-2023,102,Snacks,5,50
24-05-2023,103,Beverages,32,75
24-05-2023,104,Grains,46,120
24-05-2023,105,Produce,23,90
25-05-2023,101,Dairy,3,100
25-05-2023,102,Snacks,12,50
25-05-2023,103,Beverages,32,75
25-05-2023,104,Grains,34,120
25-05-2023,105,Produce,25,90
26-05-2023,101,Dairy,1,100
26-05-2023,102,Snacks,47,50
26-05-2023,103,Beverages,0,75
26-05-2023,104,Grains,8,120
26-05-2023,105,Produce,11,90
27-05-2023,101,Dairy,44,100
27-05-2023,102,Snacks,4,50
27-05-2023,103,Beverages,13,75
27-05-2023,104,Grains,33,120
27-05-2023,105,Produce,13,90
28-05-2023,101,Dairy,1,100
28-05-2023,102,Snacks,40,50
28-05-2023,103,Beverages,44,75
28-05-2023,104,Grains,8,120
28-05-2023,105,Produce,31,90
29-05-2023,101,Dairy,15,100
29-05-2023,102,Snacks,16,50
29-05-2023,103,Beverages,23,75
29-05-2023,104,Grains,22,120
29-05-2023,105,Produce,44,90
30-05-2023,101,Dairy,20,100
30-05-2023,102,Snacks,9,50
30-05-2023,103,Beverages,12,75
30-05-2023,104,Grains,6,120
30-05-2023,105,Produce,13,90
31-05-2023,101,Dairy,44,100
31-05-2023,102,Snacks,2,50
31-05-2023,103,Beverages,25,75
31-05-2023,104,Grains,24,120
31-05-2023,105,Produce,2,90
01-06-2023,101,Dairy,18,100
01-06-2023,102,Snacks,4,50
01-06-2023,103,Beverages,15,75
01-06-2023,104,Grains,27,120
01-06-2023,105,Produce,4,90
02-06-2023,101,Dairy,50,100
02-06-2023,102,Snacks,49,50
02-06-2023,103,Beverages,39,75
02-06-2023,104,Grains,48,120
02-06-2023,105,Produce,12,90
03-06-2023,101,Dairy,29,100
03-06-2023,102,Snacks,48,50
03-06-2023,103,Beverages,8,75
03-06-2023,104,Grains,6,120
03-06-2023,105,Produce,7,90
04-06-2023,101,Dairy,15,100
04-06-2023,102,Snacks,35,50
04-06-2023,103,Beverages,2,75
04-06-2023,104,Grains,4,120
04-06-2023,105,Produce,1,90
05-06-2023,101,Dairy,15,100
05-06-2023,102,Snacks,39,50
05-06-2023,103,Beverages,17,75
05-06-2023,104,Grains,7,120
05-06-2023,105,Produce,6,90
06-06-2023,101,Dairy,12,100
06-06-2023,102,Snacks,40,50
06-06-2023,103,Beverages,15,75
06-06-2023,104,Grains,50,120
06-06-2023,105,Produce,46,90
07-06-2023,101,Dairy,29,100
07-06-2023,102,Snacks,33,50
07-06-2023,103,Beverages,35,75
07-06-2023,104,Grains,25,120
07-06-2023,105,Produce,21,90
08-06-2023,101,Dairy,40,100
08-06-2023,102,Snacks,19,50
08-06-2023,103,Beverages,37,75
